Filename,Predictions,Values
NO_crack/001-1.jpg,NO_crack,0.15237463
NO_crack/001-112.jpg,NO_crack,0.15237463
NO_crack/001-119.jpg,NO_crack,0.15237463
NO_crack/001-120.jpg,NO_crack,0.15237463
NO_crack/001-134.jpg,NO_crack,0.15237463
NO_crack/001-135.jpg,NO_crack,0.15237463
NO_crack/001-137.jpg,NO_crack,0.15237463
NO_crack/001-142.jpg,NO_crack,0.15237463
NO_crack/001-144.jpg,NO_crack,0.15237463
NO_crack/001-152.jpg,NO_crack,0.15237463
NO_crack/001-153.jpg,NO_crack,0.15237463
NO_crack/001-154.jpg,NO_crack,0.15237463
NO_crack/001-156.jpg,NO_crack,0.15237463
NO_crack/001-159.jpg,NO_crack,0.15237463
NO_crack/001-16.jpg,NO_crack,0.15237463
NO_crack/001-162.jpg,NO_crack,0.15237463
NO_crack/001-164.jpg,NO_crack,0.15237463
NO_crack/001-165.jpg,NO_crack,0.15237463
NO_crack/001-174.jpg,NO_crack,0.15237463
NO_crack/001-176.jpg,NO_crack,0.15237463
NO_crack/001-177.jpg,NO_crack,0.15237463
NO_crack/001-180.jpg,NO_crack,0.15237463
NO_crack/001-181.jpg,NO_crack,0.15237463
NO_crack/001-182.jpg,NO_crack,0.15237463
NO_crack/001-183.jpg,NO_crack,0.15237463
NO_crack/001-185.jpg,NO_crack,0.15237463
NO_crack/001-186.jpg,NO_crack,0.15237463
NO_crack/001-189.jpg,NO_crack,0.15237463
NO_crack/001-191.jpg,NO_crack,0.15237463
NO_crack/001-194.jpg,NO_crack,0.16020948
NO_crack/001-196.jpg,NO_crack,0.15237463
NO_crack/001-203.jpg,NO_crack,0.15237463
NO_crack/001-22.jpg,NO_crack,0.15237463
NO_crack/001-220.jpg,NO_crack,0.15237463
NO_crack/001-221.jpg,NO_crack,0.15237463
NO_crack/001-222.jpg,NO_crack,0.15237463
NO_crack/001-224.jpg,NO_crack,0.15237463
NO_crack/001-226.jpg,NO_crack,0.15237463
NO_crack/001-28.jpg,NO_crack,0.15237463
NO_crack/001-29.jpg,NO_crack,0.15237463
NO_crack/001-30.jpg,NO_crack,0.15237463
NO_crack/001-31.jpg,NO_crack,0.15237463
NO_crack/001-32.jpg,NO_crack,0.15237463
